
21:31:30,24.826807,-107.380452,67.40,42.00,30.60,29.60,100868.00,38.20,100874.00,1.19,-0.73,9.79,-0.07,0.01,-0.01
21:31:30,24.826807,-107.380452,67.40,42.00,30.60,29.60,100869.00,38.03,100869.00,1.19,-0.73,9.79,-0.07,0.01,-0.01
21:31:31,24.826806,-107.380452,67.40,42.00,30.60,29.60,100870.00,38.03,100879.00,1.19,-0.73,9.79,-0.07,0.01,-0.01
21:31:31,24.826806,-107.380452,67.40,42.00,30.60,29.60,100870.00,38.03,100879.00,1.19,-0.73,9.79,-0.07,0.01,-0.01
21:31:31,24.826806,-107.380452,67.40,42.00,30.60,29.60,100871.00,37.95,100871.00,1.27,-0.85,9.60,-0.06,0.01,-0.02
21:31:31,24.826806,-107.380452,67.40,42.00,30.60,29.60,100871.00,37.95,100871.00,1.27,-0.85,9.60,-0.06,0.01,-0.02
21:31:31,24.826806,-107.380452,67.40,42.00,30.60,29.60,100871.00,37.95,100871.00,1.27,-0.85,9.60,-0.06,0.01,-0.02
21:31:38,24.826799,-107.380449,67.40,42.00,30.60,29.60,100865.00,38.12,100868.00,1.28,-0.80,9.61,-0.07,0.01,-0.02
21:31:40,24.826797,-107.380448,67.40,42.00,30.60,29.60,100863.00,37.95,100871.00,1.28,-0.80,9.61,-0.07,0.01,-0.02
21:31:40,24.826797,-107.380448,67.40,42.00,30.60,29.60,100863.00,37.95,100871.00,1.28,-0.80,9.61,-0.07,0.01,-0.02
21:31:44,24.826793,-107.380448,67.40,42.00,30.60,29.60,100871.00,37.53,100873.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:48,24.826791,-107.380452,67.40,42.00,30.60,29.60,100875.00,37.37,100874.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:52,24.826791,-107.380454,67.40,42.00,30.60,29.60,100872.00,37.78,100870.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:52,24.826791,-107.380454,67.40,42.00,30.60,29.60,100872.00,37.78,100870.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:52,24.826791,-107.380454,62.00,42.00,30.60,29.60,100868.00,38.12,100877.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:52,24.826791,-107.380454,62.00,42.00,30.60,29.60,100868.00,38.12,100877.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:54,24.826792,-107.380456,62.00,42.00,30.60,29.60,100870.00,37.62,100870.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:54,24.826792,-107.380456,62.00,42.00,30.60,29.60,100870.00,37.62,100870.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:56,24.826793,-107.380457,62.00,42.00,30.60,29.60,100870.00,37.87,100873.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:31:56,24.826793,-107.380457,62.00,42.00,30.60,29.60,100870.00,37.87,100873.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:0,24.826798,-107.380458,62.00,42.00,30.60,29.60,100872.00,37.87,100875.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:0,24.826798,-107.380458,62.00,42.00,30.60,29.60,100872.00,37.87,100875.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:0,24.826798,-107.380458,61.60,42.00,30.60,29.60,100880.00,38.12,100875.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:2,24.826800,-107.380458,61.60,42.00,30.60,29.60,100865.00,38.45,100871.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:2,24.826800,-107.380458,61.60,42.00,30.60,29.60,100865.00,38.45,100871.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:4,24.826802,-107.380458,61.60,42.00,30.60,29.60,100862.00,37.62,100867.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:4,24.826802,-107.380458,61.60,42.00,30.60,29.60,100862.00,37.62,100867.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:8,24.826807,-107.380458,61.60,42.00,30.60,29.60,100867.00,37.62,100868.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:8,24.826807,-107.380458,61.60,42.00,30.60,29.60,100867.00,37.62,100868.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:8,24.826807,-107.380458,61.60,42.00,30.60,29.60,100867.00,37.62,100868.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:8,24.826807,-107.380458,61.60,42.00,30.60,29.60,100867.00,37.62,100868.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:38,24.826829,-107.380472,65.90,42.00,30.60,29.70,100873.00,37.53,100874.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:38,24.826829,-107.380472,65.90,42.00,30.60,29.70,100873.00,37.53,100874.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:41,24.826826,-107.380474,65.90,42.00,30.60,29.70,100871.00,37.53,100875.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:41,24.826826,-107.380474,65.90,42.00,30.60,29.70,100871.00,37.53,100875.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:41,24.826826,-107.380474,66.00,42.00,30.60,29.70,100869.00,37.78,100869.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:41,24.826826,-107.380474,66.00,42.00,30.60,29.70,100869.00,37.78,100869.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:41,24.826826,-107.380474,66.00,42.00,30.60,29.70,100869.00,37.78,100869.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:46,24.826825,-107.380480,65.20,42.00,30.60,29.80,100869.00,37.78,100873.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:46,24.826825,-107.380480,65.20,42.00,30.60,29.80,100869.00,37.78,100873.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:46,24.826825,-107.380480,65.20,42.00,30.60,29.80,100869.00,37.78,100873.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:46,24.826825,-107.380480,65.20,42.00,30.60,29.80,100869.00,37.78,100873.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
21:32:46,24.826825,-107.380480,65.20,42.00,30.60,29.80,100869.00,37.78,100873.00,1.25,-0.77,9.62,-0.06,0.01,-0.01
